Name,Score,Genres,English name,Type,Episodes,Aired,Studios,Source,Ranked,Popularity,sypnopsis,pop_group,rank_group,NumScores,new_anime_index,title,anime_url
Kimi no Kokoro wa Kagayaiteru kai?,7.25,Music,Unknown,Music,One episode,New,Sunrise,Music,2581,5283,usic video included with the debut single for the Love Live! Sunshine!! anime idol group Aqours.,Top100+,Top100+,4069,9996,,
Star☆Twinkle Precure,7.25,"Action, Magic, Fantasy, Shoujo",Unknown,TV,Med-long,New,Toei Animation,Original,2559,5651,"Hikaru Hoshina is an energetic middle school student with a love for space and the occult. As she draws constellations in her notebook, a small and fluffy creature suddenly appears from it! The creature, which she names Fuwa, turns out to be an alien with the ability to create warp holes. When Fuwa's companions, the aliens Lala Hagoromo and Prunce, arrive on Earth, they declare that they are searching for the Precure, legendary warriors who will save the universe. But an organization known as the Notraiders soon follows and attacks, intending to capture Fuwa and its power. Overcome by a desire to protect Fuwa, Hikaru finds herself transforming into ""Cure Star,"" one of the Precure that Lala and the others have been searching for! It is now up to Hikaru and the rest to fend off the Notraiders' onslaught, discover the rest of the Precure, and find the Star Color Pens, artifacts that will awaken the 12 Star Princess who keep the universe in balance.",Top100+,Top100+,2207,13624,Star☆Twinkle Precure,https://myanimelist.net/anime/38578/Star☆Twinkle_Precure
Higurashi no Naku Koro ni Kai Specials,7.25,"Comedy, Parody",Unknown,Special,Short-med,Modern,Studio Deen,Visual novel,2574,2506,Specials that come with the DVDs.,Top100+,Top100+,16506,3791,Higurashi no Naku Koro ni Kai Specials,https://myanimelist.net/anime/6064/Higurashi_no_Naku_Koro_ni_Kai_Specials
Levius,7.25,"Action, Sci-Fi, Martial Arts, Mecha, Seinen",Unknown,ONA,Short,New,Polygon Pictures,Manga,2579,4275,"s society rises from the ashes of war, cybernetically augmented arena fighters battle for fame and fortune... or die trying. It's the 19th century, and the world has entered the Era of Rebirth, recovering from the devastating flames of war. The sport of mechanical martial arts has galvanized the nations. Cybernetically augmented fighters turn their blood into steam and their bodies into brutal fighting—and killing—machines. Young Levius is one of those arena battlers, hell-bent on winning in order to simply survive. (Source: VIZ Media)",Top100+,Top100+,6224,14256,Levius,https://myanimelist.net/anime/39574/Levius
Mix,7.25,"Drama, Romance, School, Shounen, Sports",Unknown,TV,Short-med,New,OLM,Manga,2584,3917,"Because of the legend left by Tatsuya Uesugi, Meisei Academy High School was well-known for their strong baseball team. But 26 years after their glory, the team has not been able to keep their record and has since lost their fame. Two stepbrothers, Souichirou and Touma Tachibana, aim to revive of the once-strong Meisei Academy baseball team and enter the National High School Baseball Championship. Souichirou and Touma are second years in Meisei Academy Middle School. Both boys are talented baseball players. Souichirou has shown excellent skill as a catcher and batter. Though having an extraordinary skill as a pitcher, Touma no longer pitches due to a certain reason. Once the two enter high school, they pair as a battery and aim to enter the National High School Baseball Championship! (Source: YTV, edited)",Top100+,Top100+,6733,13364,Mix,https://myanimelist.net/anime/38098/Mix
Himouto! Umaru-chan OVA,7.25,"Slice of Life, Comedy, School, Seinen",Unknown,OVA,Short,New,Doga Kobo,Manga,2574,1969,Episodes included in the manga's seventh and tenth volumes.,Top100+,Top100+,31933,9670,Himouto! Umaru-chan OVA,https://myanimelist.net/anime/30991/Himouto_Umaru-chan_OVA
Fate/kaleid liner Prisma☆Illya 2wei Herz!,7.25,"Action, Slice of Life, Comedy, Magic, Fantasy",Fate/Kaleid Liner Prisma Illya 2Wei Herz!,TV,Short,New,SILVER LINK.,Manga,2572,1326,"Based on the Fate/Kaleid Liner Prisma☆Illya 2wei! manga by Hiroshi Hiroyama, which is a spin-off of the Fate/stay night erotic visual novel by Type-Moon.",Top100+,Top100+,55747,8559,Fate/kaleid liner Prisma☆Illya 2wei Herz!,https://myanimelist.net/anime/27525/Fate_kaleid_liner_Prisma☆Illya_2wei_Herz
"Natsu-iro Egao de 1, 2, Jump!",7.25,Music,Unknown,Music,One episode,Recent,Sunrise,Music,2551,4577,"Third single for the anime-idol group, µ's!",Top100+,Top100+,6493,5645,,
Clannad Movie,7.25,"Drama, Romance, Fantasy, School",Clannad The Motion Picture,Movie,One episode,Modern,Toei Animation,Visual novel,2566,1030,"Tomoya Okazaki is a cynical delinquent who lacks ambition as he apathetically labors through high school. During his childhood, a tragedy had caused his father to seek solace in alcoholism and neglect his son. Yet, meaningful human interaction can be a benediction, as Tomoya learns when he meets the enigmatic Nagisa Furukawa. The odd girl offers a gesture of friendship to Tomoya, but he rejects the request, dismissing it as a trivial incident. However, as he soon realizes that he is encountering Nagisa more and more often during school, Tomoya drops his discompassions and befriends the girl. When he learns that Nagisa's dream is to revive the Drama Club, Tomoya decides to shed his detachment from the ordinary pleasures of life and dedicate himself to helping his new friend achieve her ambition. But what starts as a simple friendship may progress into something far more deep, intimate, and life-changing. As the pair face various hardships and afflictions, Tomoya and Nagisa gradually come to terms with the challenges of life.",Top100+,Top100+,77872,1494,Clannad Movie,https://myanimelist.net/anime/1723/Clannad_Movie
Aikatsu!: Nerawareta Mahou no Aikatsu! Card,7.25,"Music, Slice of Life, School, Shoujo",Unknown,Movie,One episode,New,Bandai Namco Pictures,Original,2561,8185,Short anime screened alongside Aikatsu Stars! Movie. The film and the short will mark the first time the franchise is screening a double feature. (Source: ANN),Top100+,Top100+,919,10394,Aikatsu!: Nerawareta Mahou no Aikatsu! Card,https://myanimelist.net/anime/32806/Aikatsu__Nerawareta_Mahou_no_Aikatsu_Card
Wo Shi Jiang Xiaobai,7.25,"Drama, Romance, Slice of Life",I'm Joybo,ONA,Short,New,2:10 AM Animation,Original,2559,5916,"Ten years ago, Jiang Xiaobai lost all his memories due to a traumatic event he no longer remembers. Now working as a trainee in Editorial Office No.2 of Wen Zheng Magazine, a literary periodical based in Chongqing, he is excited to begin a new chapter of his life: in two days, he finishes his probationary period and officially starts his job as an editor. He gives no thought to his recurring dream of a girl whose face can never clearly see. That evening, one of Jiang Xiaobai's seniors passes him the task of rushing to the airport to escort the idiosyncratic rising author Tong Li, who has returned from America to launch her first serialized novel in Chinese. As punishment for this senior reneging on his own duties, Jiang Xiaobai replaces him as Tong Li's new editor. Though they get off to a rough start, Tong Li soon recognizes Jiang Xiaobai as someone precious from her high school days. Before they know it, the wheels of fate are set in motion, as Jiang Xiaobai slowly uncovers clues about a long-forgotten girl from his past.",Top100+,Top100+,1243,12553,Wo Shi Jiang Xiaobai,https://myanimelist.net/anime/36775/Wo_Shi_Jiang_Xiaobai
Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,7.25,"Fantasy, Music, Romance, Shoujo",Unknown,Movie,One episode,Modern,Toei Animation,Original,2587,6927,"The five girls plus Coco, Nuts, and Milk all go to visit a castle-themed theme park, where they dress up as princes and princesses and go off to have a fun-filled day. However, Coco and Nuts end up kidnapped! The girls have to save them with the help of two inhabitants of the Mirror Country, Hidarin and Migirin, by battling Shadow, an evil clown, and five girls who are also from the Mirror Country that look very familiar...",Top100+,Top100+,1814,2528,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,https://myanimelist.net/anime/3051/Yes_Precure_5_Movie__Kagami_no_Kuni_no_Miracle_Daibouken
Atashin'chi,7.25,"Comedy, Slice of Life",My Family,TV,Very long,Old,Shin-Ei Animation,Manga,2553,7521,"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuusuke and Mikan. Wacky humor about this weird family's daily life. (Source: AniDB)",Top100+,Top100+,1527,2500,Atashin'chi,https://myanimelist.net/anime/3006/Atashinchi
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,7.25,"Action, Adventure, Comedy, Historical, Martial Arts",Unknown,ONA,Short,New,Unknown,Game,2576,10011,"Shen Jianxin is a security guard for Rye Scent Village, an average youth determined to become a legendary hero. While paying his respects at the prestigious Pure Yang Palace of Jianghu, he learned the palace’s ancestral secret manuals by accident. However, he was unaware of the power he gained. Thus, he entered Jianghu and gradually matured while experiencing the turmoil of Jianghu during the prosperous Tang Dynasty. An obscure security guard with unparalleled martial arts in Jianghu: who knows what storms are ahead? (Source: Guodong Subs)",Top100+,Top100+,341,14173,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,https://myanimelist.net/anime/39419/Jian_Wang_3__Xia_Gan_Yi_Dan_Shen_Jianxin
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,7.25,"Adventure, Comedy, Fantasy, Kids, Shounen",Doraemon the Movie:Nobita and the Birth of Japan 2016,Movie,One episode,New,Shin-Ei Animation,Manga,2568,8242,"Doraemon and friends run away from their home and travel back in time to the 70,000 years ago where nobody existed to build their ideal private paradise. After they fully relished the freedom in the era, Doraemon and friends bid farewell to their paradise and come back to the present day. However, a few days after they came back home, Doraemon and friends bump into a caveman called ""Kukul"" in the current era. They find out that the caveman Kukul was accidentally transported forward to the present, and that his tribe called Hikari tribe was attacked and abducted by Giga Zombie and Kurayami tribe after Doraemon and friends left the primitive age. Doraemon and friends decide to go back to the primitive age to save Hikari tribe from the villain. They dive into a grand adventure during their first and the furthest runaway. (Source: Toho)",Top100+,Top100+,1338,9753,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,https://myanimelist.net/anime/31201/Doraemon_Movie_36__Shin_Nobita_no_Nippon_Tanjou
Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,7.25,"Action, Fantasy, Magic, Shoujo",Unknown,Movie,One episode,Modern,Toei Animation,Original,2578,6540,"ove, Miki and Inori are on their way to a dance contest, but get lost on their way to Minato Mirai. Still looking for their way, they are attacked by a monster. When the three Fresh Precure girls start to fight it, other Precures show up to support them. They all have to combine their powers to win against this mighty enemy.",Top100+,Top100+,2200,3660,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,https://myanimelist.net/anime/5753/Precure_All_Stars_Movie_DX__Minna_Tomodachi☆Kiseki_no_Zenin_Daishuugou
Super Robot Taisen OG: The Inspector,7.25,"Action, Mecha, Sci-Fi, Space",Super Robot Wars OG:The Inspector,TV,Med,Recent,Asahi Production,Game,2582,5321,"h many of its central personnel lost in the war, the Earth Federation Government is forced to rebuild, and Brian Midcrid, president of the Unified Colonies, takes the position of its president. During an emergency session of the Federation Diet, he publicly acknowledges the existence of extraterrestrials, and reveals the events of the L5 campaign to the masses in what will later come to be called the ""Tokyo Declaration."" He goes on to state that these aliens pose a serious threat to humanity. (Source: Crunchyroll)",Top100+,Top100+,3191,4938,Super Robot Taisen OG: The Inspector,https://myanimelist.net/anime/9241/Super_Robot_Taisen_OG__The_Inspector
