,MAL_ID,Name,Score,Genres,English name,Type,Episodes,Aired,Studios,Source,Ranked,Popularity,sypnopsis,pop_group,rank_group,NumScores,new_anime_index
11575,35073,Overlord II,7.78,"Action, Game, Adventure, Supernatural, Magic, Fantasy",Overlord II,TV,Short-med,New,Madhouse,Light novel,851.0,148,"z Ooal Gown, the undead sorcerer formerly known as Momonga, has accepted his place in this new world. Though it bears similarities to his beloved virtual reality game Yggdrasil, it still holds many mysteries which he intends to uncover, by utilizing his power as ruler of the Great Tomb of Nazarick. However, ever since the disastrous brainwashing of one of his subordinates, Ainz has become wary of the impending dangers of the Slane Theocracy, as well as the possible existence of other former Yggdrasil players. Meanwhile, Albedo, Demiurge and the rest of Ainz's loyal guardians set out to prepare for the next step in their campaign: Nazarick's first war… Overlord II picks up immediately after its prequel, continuing the story of Ainz Ooal Gown, his eclectic army of human-hating guardians, and the many hapless humans affected by the Overlord's arrival.",Top100+,Top100+,394288.0,11575
7160,19613,New Initial D Movie: Legend 1 - Kakusei,7.78,"Action, Cars, Seinen, Sports",Initial D Legend 1 Awakening,Movie,One episode,Recent,"SANZIGEN, LIDENFILMS",Manga,870.0,3357,"The first movie in a trilogy, focusing on the battle against the Takahashi brothers.",Top100+,Top100+,11447.0,7160
10971,33899,IDOLiSH7,7.78,Music,IDOLiSH7,TV,Short-med,New,TROYCA,Game,865.0,2570,"On her first day of work at her father's small production agency, Tsumugi Takanashi was not expecting to be made the manager of the agency's new male idol group. Though shocked that her father is trusting her with such a major project so soon, Tsumugi vows to do everything she can to support the seven young boys. After seeing how well the boys work as a team, Tsumugi meets with her father and learns that her first job as manager will be to cut four boys from the group. This is because her father believes seven idols are too much to manage, and the current top group, TRIGGER, only has three members. After holding an impromptu audition, Tsumugi returns to her father and boldly declares that she refuses to cut anyone from the group, as each member has a unique allure which collectively enhances the group's appeal. She returns to the boys and they are thrilled that none of them will get to miss out on their dreams. Together they become IDOLiSH7, and prepare to take on the fiercely competitive world of idols.",Top100+,Top100+,13287.0,10971
8579,27633,Gekkan Shoujo Nozaki-kun Specials,7.78,"Comedy, Romance, School",Unknown,Special,Short,Recent,Doga Kobo,4-koma manga,854.0,1319,Specials bundled with the Blu-ray/DVDs.,Top100+,Top100+,58618.0,8579
1573,1818,Claymore,7.78,"Action, Adventure, Super Power, Demons, Supernatural, Fantasy, Shounen",Claymore,TV,Med,Modern,Madhouse,Manga,853.0,208,"hen a shapeshifting demon with a thirst for human flesh, known as ""youma,"" arrives in Raki's village, a lone woman with silver eyes walks into town with only a sword upon her back. She is a ""Claymore,"" a being manufactured as half-human and half-youma, for the express purpose of exterminating these monsters. After Raki's family is killed, the Claymore saves his life, but he is subsequently banished from his home. With nowhere else to go, Raki finds the Claymore, known as Clare, and decides to follow her on her journeys. As the pair travel from town to town, defeating youma along the way, more about Clare's organization and her fellow warriors comes to light. With every town cleansed and every demon destroyed, they come closer to the youma on which Clare has sought vengeance ever since she chose to become a Claymore.",Top100+,Top100+,274938.0,1573
7174,19703,Kyousou Giga (TV),7.78,"Action, Fantasy, Supernatural",Kyousougiga,TV,Short,Recent,Toei Animation,Original,864.0,1011,"ong ago, there was a monk named Myoue who could bring anything he drew to life. He quietly lived with his wife Koto—a black rabbit in human form—and their three children: Yakushimaru, Kurama, and Yase. One day, the high priest of the land concluded that Myoue's drawings caused too many problems for the locals and ordered him to find a solution. In response, the family secretly fled to an alternate world of Myoue's own creation—the Looking Glass City. Everything was peaceful until Myoue and Koto suddenly vanished. Their three children are left to take care of the city, and Yakushimaru inherits Myoue's name and duties. Stranded in this alternate world, their problems only get worse when a young girl—also named Koto—crashes down from the sky and declares that she is also looking for the older Myoue and Koto. Armed with a giant hammer and two rowdy familiars, Koto just might be the key to releasing everyone from the eternal paper city.",Top100+,Top100+,44156.0,7174
6841,17895,Golden Time,7.78,"Comedy, Drama, Romance",Golden Time,TV,Short-med,Recent,J.C.Staff,Light novel,855.0,138,"Due to a tragic accident, Banri Tada is struck with amnesia, dissolving the memories of his hometown and past. However, after befriending Mitsuo Yanagisawa, he decides to move on and begin a new life at law school in Tokyo. But just as he is beginning to adjust to his college life, the beautiful Kouko Kaga dramatically barges into Banri's life, and their chance meeting marks the beginning of an unforgettable year. After having a glimpse of college life, Banri learns that he is in a new place and a new world—a place where he can be reborn, to have new friends, fall in love, makes mistakes and grow. And as he begins to discover who he was, the path he has chosen leads him towards a blindingly bright life that he will never want to forget.",Top100+,Top100+,370982.0,6841
13192,37873,BanG Dream! Garupa☆Pico,7.78,"Music, Comedy",Unknown,TV,Med,New,"SANZIGEN, DMM.futureworks",Original,850.0,4173,anime series featuring the girls from Girls Band Party!,Top100+,Top100+,7677.0,13192
132,154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Shaman King,TV,Med-long,Old,Xebec,Manga,853.0,477,"attle is about to begin in Tokyo: the Shaman Fight, a tournament held every five hundred years where shaman—those who can command spirits—confront each other in combat. The victor of this contest becomes the Shaman King and the only one who is able to contact and control the Great Spirit, allowing them to reshape the world as they please through its immense power. During a late night walk, Manta Oyamada runs into his classmate, the carefree You Asakura, who invites him to come stargazing with some friends, who, to Manta's horror, turn out to be ghosts from a local cemetery! However, the knowledge that Manta possesses—a rare sixth sense that allows Manta to see these spirits—endears the boy to You. So when You finds out that his new comrade has been beaten up by a local gang, he decides to avenge him with the help of Amidamaru, a samurai ghost whose tomb was broken by the gang leader. Soon Manta uncovers more about the world of spirits, including the Shaman Fight, in which his new friend You aims to claim victory.",Top100+,Top100+,163060.0,132
7567,21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,7.78,"Adventure, Police, Comedy, Mystery, Shounen",Unknown,Special,One episode,Recent,TMS Entertainment,Manga,872.0,4946,"The anime special celebrates the 20th anniversary of Gosho Aoyama's original manga, and it recounts a previously untold story from Conan's past. (Source: ANN)",Top100+,Top100+,5042.0,7567
4718,8609,Detective Conan OVA 10: Kid in Trap Island,7.78,"Adventure, Comedy, Mystery, Police, Shounen",Unknown,OVA,One episode,Recent,TMS Entertainment,Manga,859.0,4200,"In this entirely new story produced specifically for the DVD, Conan leads a group of young detectives against the phantom thief Kaitou Kid, who has his eyes set on a jewel at a hotel on an isolated island. (Source: ANN)",Top100+,Top100+,7135.0,4718
6900,18153,Kyoukai no Kanata,7.78,"Slice of Life, Supernatural, Fantasy",Beyond the Boundary,TV,Short,Recent,Kyoto Animation,Light novel,870.0,99,"ai Kuriyama is the sole survivor of a clan of Spirit World warriors with the power to employ their blood as weapons. As such, Mirai is tasked with hunting down and killing ""youmu""—creatures said to be the manifestation of negative human emotions. One day, while deep in thought on the school roof, Mirai comes across Akihito Kanbara, a rare half-breed of youmu in human form. In a panicked state, she plunges her blood saber into him only to realize that he's an immortal being. From then on, the two form an impromptu friendship that revolves around Mirai constantly trying to kill Akihito, in an effort to boost her own wavering confidence as a Spirit World warrior. Eventually, Akihito also manages to convince her to join the Literary Club, which houses two other powerful Spirit World warriors, Hiroomi and Mitsuki Nase. As the group's bond strengthens, however, so does the tenacity of the youmu around them. Their misadventures will soon turn into a fight for survival as the inevitable release of the most powerful youmu, Beyond the Boundary, approaches.",Top-100,Top100+,421829.0,6900
14233,39534,Jibaku Shounen Hanako-kun,7.78,"Comedy, School, Shounen, Supernatural",Toilet-bound Hanako-kun,TV,Short,New,Lerche,Manga,859.0,501,"The famous ""Seven Wonders"" that every school seems to have are a staple of Japanese urban legends. One of the most well-known of these tales is that of Hanako-san: the ghost of a young girl who haunts the school's bathrooms. Kamome Academy has its own version of Hanako-san's legend. Rumors claim that if one successfully manages to summon Hanako-san, she will grant her summoner any wish. Lured by the gossip, many people have tried to call upon her, yet every attempt has failed. However, when Nene Yashiro, a girl hoping for romantic fortune, dares to summon Hanako-san, she discovers that the rumored ""girl"" is actually a boy! After a series of unfortunate events involving Nene's romantic desires, she is unwillingly entangled in the world of the supernatural, becoming Hanako-kun's assistant. Soon, she finds out about Hanako-kun's lesser-known duty: maintaining the fragile balance between mortals and apparitions.",Top100+,Top100+,134426.0,14233
